60 1595
28 1 18
28 2 -5
28 3 -6
28 4 9
28 5 -6
28 6 -2
28 7 1
28 8 -2
28 9 -7
28 10 -9
28 11 -2
28 13 6
28 14 -8
28 15 19
28 16 1
28 17 6
28 18 1
28 19 -2
28 21 5
28 22 -5
28 23 14
28 24 1
28 25 -5
29 1 -1
29 2 14
29 3 12
29 4 3
29 5 -6
29 6 13
29 7 13
29 8 10
29 9 15
29 10 -1
29 11 7
29 12 19
29 14 9
29 15 15
29 16 4
29 17 8
29 18 3
29 19 6
29 20 -6
29 22 6
29 23 4
29 24 10
29 26 18
29 27 20
29 28 20
30 1 6
30 2 -9
30 3 13
30 4 -3
30 5 11
30 6 8
30 7 14
30 8 15
30 9 17
30 10 10
30 11 -3
30 12 1
30 13 14
30 15 9
30 16 5
30 17 3
30 18 5
30 19 -2
30 20 10
30 21 3
30 23 5
30 24 -4
30 25 2
30 27 -3
30 28 18
31 1 -6
31 2 -8
31 3 18
31 4 19
31 5 -2
31 6 -6
31 7 4
31 8 9
31 9 -3
31 10 1
31 11 17
31 12 19
31 13 -10
31 14 3
31 16 -7
31 17 20
31 18 -7
31 19 11
31 20 -1
31 21 16
31 22 10
31 24 -8
31 25 8
31 26 -5
31 28 17
31 30 -2
32 1 18
32 2 15
32 3 14
32 4 -2
32 5 20
32 6 -8
32 7 5
32 8 -3
32 9 18
32 10 8
32 11 7
32 12 12
32 13 20
32 14 16
32 15 -8
32 17 15
32 18 -8
32 19 7
32 20 15
32 21 -8
32 22 6
32 23 -7
32 25 19
32 26 15
32 27 4
32 29 -1
33 2 -1
33 3 -7
33 4 -1
33 5 -8
33 6 -5
33 7 -7
33 8 15
33 9 17
33 10 -7
33 11 -6
33 12 3
33 13 7
33 14 -4
33 15 4
33 16 -5
33 17 8
33 18 -1
33 19 -3
33 20 3
33 21 2
33 22 19
33 23 -6
33 24 12
33 25 15
33 26 -10
33 27 -2
33 28 -8
33 29 3
33 30 6
33 31 5
33 32 -3
34 1 11
34 3 6
34 4 17
34 5 -2
34 6 -3
34 7 -1
34 8 15
34 9 -10
34 10 12
34 11 5
34 12 17
34 13 10
34 14 -3
34 15 16
34 16 5
34 17 14
34 18 9
34 19 -2
34 20 9
34 21 -8
34 22 -8
34 23 -6
34 24 1
34 25 8
34 26 17
34 27 -9
34 28 5
34 29 -2
34 30 -3
34 31 14
34 32 17
35 1 16
35 2 16
35 4 11
35 5 13
35 6 2
35 7 11
35 8 6
35 9 -10
35 10 -1
35 11 2
35 12 10
35 13 7
35 14 4
35 15 -8
35 16 6
35 17 7
35 18 18
35 19 15
35 20 10
35 21 13
35 22 20
35 23 15
35 24 10
35 25 -7
35 26 20
35 27 10
35 28 -10
35 29 20
35 30 18
35 31 15
35 32 -2
35 34 7
36 1 7
36 2 -6
36 3 -1
36 5 14
36 6 12
36 7 -7
36 8 -9
36 9 14
36 10 15
36 11 -7
36 12 -8
36 13 7
36 14 -9
36 15 -3
36 16 7
36 17 1
36 18 -4
36 19 1
36 20 -1
36 21 19
36 22 -4
36 23 14
36 24 8
36 25 -1
36 26 19
36 27 7
36 28 17
36 29 1
36 30 20
36 31 10
36 32 7
36 33 16
37 1 -7
37 2 -7
37 3 2
37 4 11
37 6 -6
37 7 2
37 8 6
37 9 16
37 10 -3
37 11 15
37 12 1
37 13 -9
37 14 -1
37 15 3
37 16 -3
37 17 12
37 18 12
37 19 7
37 20 14
37 21 20
37 22 18
37 23 12
37 24 20
37 25 -2
37 26 -3
37 27 -7
37 28 4
37 29 -8
37 30 1
37 31 -2
37 32 19
37 34 3
37 35 -10
37 36 13
38 1 9
38 2 18
38 3 14
38 4 5
38 5 11
38 7 6
38 8 18
38 9 6
38 10 5
38 11 13
38 12 13
38 13 14
38 14 15
38 15 11
38 16 13
38 17 19
38 18 19
38 19 19
38 20 8
38 21 6
38 22 -4
38 23 -4
38 24 11
38 25 16
38 26 15
38 27 18
38 28 7
38 29 2
38 30 3
38 31 -8
38 32 18
38 33 15
38 35 18
38 36 8
39 1 3
39 2 8
39 3 11
39 4 -1
39 5 8
39 6 16
39 8 14
39 9 20
39 10 -7
39 11 -3
39 12 16
39 13 -3
39 14 20
39 15 -3
39 16 7
39 17 -2
39 18 11
39 19 -7
39 20 15
39 21 12
39 22 -3
39 23 -10
39 24 13
39 25 9
39 26 19
39 27 3
39 28 -4
39 29 1
39 30 5
39 31 6
39 32 -1
39 33 -3
39 34 19
39 36 11
39 38 -9
40 1 10
40 2 2
40 3 9
40 4 4
40 5 12
40 6 -5
40 7 15
40 9 14
40 10 10
40 11 -6
40 12 15
40 13 -4
40 14 15
40 15 11
40 16 -10
40 17 13
40 18 10
40 19 8
40 20 -7
40 21 -6
40 22 -10
40 23 16
40 24 17
40 25 14
40 26 16
40 27 12
40 28 10
40 29 18
40 30 1
40 31 7
40 32 11
40 33 12
40 34 -4
40 35 -1
40 37 16
41 1 5
41 2 -1
41 3 17
41 4 11
41 5 15
41 6 -10
41 7 -1
41 8 10
41 10 -3
41 11 18
41 12 -9
41 13 6
41 14 12
41 15 10
41 16 19
41 17 3
41 18 -1
41 19 -4
41 20 2
41 21 10
41 22 5
41 23 10
41 24 3
41 25 15
41 26 6
41 27 6
41 28 12
41 29 11
41 30 6
41 31 20
41 32 8
41 34 18
41 35 14
41 36 15
41 37 18
41 38 2
41 39 10
41 40 -10
42 1 -6
42 2 1
42 3 14
42 4 -6
42 5 3
42 6 8
42 7 16
42 8 -8
42 9 10
42 11 17
42 12 4
42 13 14
42 14 -4
42 15 -6
42 16 1
42 17 1
42 18 1
42 19 -7
42 20 16
42 21 1
42 22 13
42 23 6
42 24 7
42 25 19
42 26 14
42 27 8
42 28 1
42 29 2
42 30 -1
42 31 -10
42 32 -3
42 33 -10
42 35 14
42 36 19
42 37 3
42 38 18
42 39 7
42 40 16
43 1 1
43 2 11
43 3 14
43 4 18
43 5 18
43 6 19
43 7 15
43 8 3
43 9 -1
43 10 -4
43 12 -2
43 13 13
43 14 4
43 15 8
43 16 -1
43 17 16
43 18 7
43 19 16
43 20 18
43 21 16
43 22 9
43 23 -9
43 24 1
43 25 12
43 26 -4
43 27 11
43 28 4
43 29 15
43 30 10
43 31 11
43 32 -2
43 33 7
43 34 11
43 36 -1
43 37 13
43 38 -9
43 39 -6
43 40 1
43 42 -9
44 1 -4
44 2 7
44 3 17
44 4 9
44 5 -6
44 6 -10
44 7 19
44 8 -7
44 9 16
44 10 -2
44 11 8
44 13 15
44 14 -4
44 15 2
44 16 10
44 17 1
44 18 -10
44 19 -5
44 20 3
44 21 6
44 22 11
44 23 2
44 24 18
44 25 2
44 26 16
44 27 2
44 28 18
44 29 5
44 30 -9
44 31 17
44 32 9
44 33 11
44 34 -2
44 35 16
44 37 -1
44 38 -9
44 39 -9
44 40 7
44 41 14
45 1 12
45 2 9
45 3 14
45 4 12
45 5 -6
45 6 7
45 7 -6
45 8 13
45 9 -8
45 10 -2
45 11 17
45 12 7
45 14 2
45 15 -3
45 16 -9
45 17 20
45 18 -8
45 19 9
45 20 -4
45 21 -2
45 22 5
45 23 9
45 24 10
45 25 11
45 26 -1
45 27 18
45 28 20
45 29 -4
45 30 -4
45 31 13
45 32 8
45 33 17
45 34 17
45 35 19
45 36 2
45 38 2
45 39 18
45 40 15
45 42 8
45 43 6
45 44 7
46 1 -6
46 2 5
46 3 13
46 4 9
46 5 3
46 6 8
46 7 15
46 8 2
46 9 -2
46 10 5
46 11 3
46 12 -1
46 13 7
46 15 13
46 16 18
46 17 -6
46 18 -7
46 19 20
46 20 -4
46 21 12
46 22 -3
46 23 12
46 24 -1
46 25 5
46 26 10
46 27 -1
46 28 2
46 29 20
46 30 -9
46 31 13
46 32 4
46 33 -9
46 34 14
46 35 12
46 36 20
46 37 15
46 39 12
46 40 -5
46 41 11
46 43 -6
46 44 15
47 1 11
47 2 12
47 3 10
47 4 17
47 5 -8
47 6 -3
47 7 1
47 8 20
47 9 -3
47 10 10
47 11 15
47 12 -6
47 13 -4
47 14 12
47 16 16
47 17 12
47 18 8
47 19 -10
47 20 5
47 21 -8
47 22 20
47 23 -9
47 24 11
47 25 20
47 26 5
47 27 10
47 28 19
47 29 -1
47 30 5
47 31 -1
47 32 -5
47 33 4
47 34 20
47 35 -3
47 36 -2
47 37 -4
47 38 -3
47 40 9
47 41 7
47 42 14
47 44 17
47 46 -5
48 1 18
48 2 11
48 3 2
48 4 16
48 5 -8
48 6 -7
48 7 -8
48 8 15
48 9 15
48 10 -3
48 11 17
48 12 -9
48 13 -8
48 14 13
48 15 -7
48 17 -1
48 18 1
48 19 3
48 20 1
48 21 -3
48 22 -10
48 23 6
48 24 10
48 25 5
48 26 2
48 27 10
48 28 13
48 29 6
48 30 -2
48 31 -10
48 32 -6
48 33 16
48 34 -10
48 35 -3
48 36 -4
48 37 5
48 38 -3
48 39 -6
48 41 4
48 42 -1
48 43 15
48 45 -5
49 1 8
49 2 20
49 3 18
49 4 6
49 5 13
49 6 9
49 7 3
49 8 -9
49 9 16
49 10 16
49 11 -2
49 12 -5
49 13 9
49 14 -8
49 15 -1
49 16 3
49 18 7
49 19 10
49 20 5
49 21 -6
49 22 10
49 23 4
49 24 -2
49 25 18
49 26 -7
49 27 7
49 28 -1
49 29 -1
49 30 5
49 31 -9
49 32 1
49 34 -3
49 35 -9
49 36 -4
49 37 6
49 38 3
49 39 11
49 40 -10
49 41 19
49 42 18
49 43 -3
49 44 -9
49 45 6
49 46 10
49 47 7
49 48 18
50 1 15
50 2 -2
50 3 -9
50 4 8
50 5 18
50 6 19
50 7 12
50 8 -8
50 9 19
50 10 6
50 11 8
50 12 2
50 13 16
50 14 2
50 15 -9
50 16 -1
50 17 -8
50 19 -1
50 20 11
50 21 5
50 22 7
50 23 5
50 24 -1
50 25 10
50 26 -4
50 27 2
50 28 13
50 29 10
50 30 13
50 31 20
50 32 -6
50 33 -5
50 35 4
50 36 6
50 37 20
50 38 5
50 39 -5
50 40 16
50 41 19
50 42 -5
50 43 14
50 44 1
50 45 13
50 46 -7
50 47 15
50 48 -4
51 1 -3
51 2 17
51 3 -9
51 4 -6
51 5 16
51 6 7
51 7 10
51 8 -8
51 9 11
51 10 1
51 11 1
51 12 14
51 13 20
51 14 -1
51 15 4
51 16 2
51 17 -8
51 18 2
51 20 3
51 21 5
51 22 20
51 23 -3
51 24 16
51 25 -2
51 26 14
51 27 5
51 28 16
51 29 18
51 30 -1
51 31 -9
51 32 13
51 33 19
51 34 8
51 36 -2
51 37 -4
51 38 12
51 39 9
51 40 -10
51 41 7
51 42 -1
51 43 -4
51 44 12
51 45 -8
51 46 -1
51 47 13
51 48 19
51 50 15
52 1 -8
52 2 -2
52 3 19
52 4 16
52 5 1
52 6 -6
52 7 20
52 8 7
52 9 1
52 10 10
52 11 13
52 12 13
52 13 5
52 14 -7
52 15 -9
52 16 -5
52 17 1
52 18 6
52 19 6
52 21 17
52 22 -7
52 23 15
52 24 13
52 25 -2
52 26 12
52 27 3
52 28 -8
52 29 14
52 30 10
52 31 -6
52 32 -6
52 33 -5
52 34 -3
52 35 18
52 37 8
52 38 -5
52 39 5
52 40 -5
52 41 -8
52 42 15
52 43 10
52 44 6
52 45 3
52 46 3
52 47 -7
52 48 17
52 49 16
53 1 18
53 2 13
53 3 -2
53 4 12
53 5 6
53 6 5
53 7 -7
53 8 -4
53 9 7
53 10 -8
53 11 16
53 12 15
53 13 11
53 14 -3
53 15 19
53 16 7
53 17 -10
53 18 -6
53 19 2
53 20 6
53 22 -2
53 23 10
53 24 -7
53 25 -1
53 26 7
53 27 2
53 28 12
53 29 -6
53 30 5
53 31 -8
53 32 15
53 33 17
53 34 9
53 35 5
53 36 3
53 38 9
53 39 -4
53 40 1
53 41 10
53 42 -8
53 43 20
53 44 13
53 45 -8
53 46 -5
53 47 -8
53 48 6
53 50 12
53 51 18
53 52 13
54 1 12
54 2 8
54 3 -10
54 4 -10
54 5 3
54 6 -5
54 7 3
54 8 -3
54 9 1
54 10 16
54 11 13
54 12 10
54 13 12
54 14 5
54 15 16
54 16 16
54 17 7
54 18 15
54 19 11
54 20 7
54 21 12
54 23 5
54 24 2
54 25 7
54 26 -5
54 27 -10
54 28 4
54 29 1
54 30 17
54 31 -4
54 32 -9
54 33 12
54 34 -10
54 35 -6
54 36 10
54 37 8
54 39 7
54 40 -2
54 41 -5
54 42 -4
54 43 2
54 44 -3
54 45 -5
54 46 -3
54 47 3
54 48 -10
54 49 -3
54 51 -7
54 52 12
55 1 19
55 2 7
55 3 4
55 4 -6
55 5 19
55 6 1
55 7 7
55 8 -4
55 9 -7
55 10 -1
55 11 5
55 12 8
55 13 -5
55 14 -5
55 15 -5
55 16 9
55 17 -4
55 18 7
55 19 4
55 20 19
55 21 -2
55 22 6
55 24 5
55 25 1
55 26 10
55 27 -8
55 28 19
55 29 12
55 30 9
55 31 -10
55 32 -3
55 33 14
55 34 18
55 35 -1
55 36 -5
55 37 -5
55 38 -2
55 40 -4
55 41 11
55 42 -3
55 43 -8
55 44 18
55 45 18
55 46 19
55 47 6
55 48 -8
55 49 -3
55 50 20
55 52 8
55 54 1
56 1 9
56 2 -2
56 3 -8
56 4 1
56 5 -6
56 6 15
56 7 17
56 8 7
56 9 -10
56 10 5
56 11 10
56 12 12
56 13 14
56 14 -5
56 15 -10
56 16 10
56 17 14
56 18 19
56 19 14
56 20 1
56 21 -1
56 22 1
56 23 -7
56 25 10
56 26 -5
56 27 11
56 28 4
56 29 -6
56 30 6
56 31 1
56 32 13
56 33 6
56 34 11
56 35 -9
56 36 -10
56 37 7
56 38 -6
56 39 -8
56 41 16
56 42 18
56 43 3
56 44 -10
56 45 -10
56 46 17
56 47 -6
56 48 -1
56 49 8
56 50 12
56 51 20
56 53 15
57 1 7
57 2 4
57 3 8
57 4 20
57 5 13
57 6 20
57 7 11
57 8 -5
57 9 -6
57 10 -6
57 11 -1
57 12 10
57 13 -2
57 14 -5
57 15 20
57 16 1
57 17 -9
57 18 15
57 19 4
57 20 -1
57 21 8
57 22 2
57 23 -6
57 24 10
57 26 3
57 27 9
57 28 5
57 29 -4
57 30 -6
57 31 3
57 32 14
57 33 6
57 34 13
57 35 6
57 36 19
57 37 13
57 38 1
57 39 19
57 40 9
57 42 5
57 43 16
57 44 -8
57 45 -6
57 46 14
57 47 -4
57 48 -9
57 50 9
57 51 11
57 52 -9
57 53 -10
57 54 14
57 55 -9
57 56 18
58 1 4
58 2 -7
58 3 11
58 4 11
58 5 4
58 6 7
58 7 15
58 8 2
58 9 18
58 10 16
58 11 20
58 12 -8
58 13 11
58 14 14
58 15 14
58 16 -1
58 17 12
58 18 11
58 19 3
58 20 17
58 21 12
58 22 12
58 23 13
58 24 -6
58 25 4
58 27 13
58 28 -9
58 29 15
58 30 15
58 31 6
58 32 4
58 33 15
58 34 14
58 35 9
58 36 16
58 37 8
58 38 18
58 39 -4
58 40 10
58 41 -7
58 43 -5
58 44 16
58 45 -9
58 46 6
58 47 16
58 48 -1
58 49 13
58 51 1
58 52 -10
58 53 16
58 54 -6
58 55 -1
58 56 14
59 1 3
59 2 -9
59 3 2
59 4 -4
59 5 13
59 6 4
59 7 4
59 8 -2
59 9 11
59 10 4
59 11 14
59 12 7
59 13 -2
59 14 1
59 15 3
59 16 12
59 17 -7
59 18 7
59 19 7
59 20 15
59 21 6
59 22 8
59 23 -9
59 24 -3
59 25 4
59 26 -9
59 28 14
59 29 12
59 30 -7
59 31 -7
59 32 11
59 33 -7
59 34 20
59 35 2
59 36 -3
59 37 -2
59 38 4
59 39 7
59 40 5
59 41 8
59 42 -7
59 44 9
59 45 15
59 46 -4
59 47 3
59 48 16
59 49 -8
59 50 -7
59 52 20
59 53 10
59 54 -10
59 55 6
59 56 2
59 58 20
60 1 -7
60 2 -10
60 3 -6
60 4 3
60 5 11
60 6 10
60 7 -1
60 8 9
60 9 -10
60 10 18
60 11 7
60 12 -10
60 13 20
60 14 20
60 15 -2
60 16 -7
60 17 1
60 18 9
60 19 -10
60 20 6
60 21 5
60 22 2
60 23 -6
60 24 -5
60 25 20
60 26 -8
60 27 -6
60 29 1
60 30 7
60 31 -6
60 32 16
60 33 -4
60 34 4
60 35 9
60 36 8
60 37 -4
60 38 -6
60 39 1
60 40 -9
60 41 16
60 42 10
60 43 13
60 45 6
60 46 13
60 47 -3
60 48 -4
60 49 2
60 50 -1
60 51 1
60 53 -1
60 54 17
60 55 -10
60 56 -4
