424 5421
26 207 5
26 23 3
26 335 17
27 412 2
27 17 14
27 75 4
27 15 20
27 101 -1
27 151 7
27 325 -8
27 147 11
27 176 13
27 391 -2
27 286 9
27 274 -1
27 339 5
28 227 14
28 371 11
28 77 15
28 18 3
28 372 2
28 130 -1
28 309 16
28 370 -8
28 326 15
28 202 15
28 142 8
28 194 -7
28 417 3
28 43 -7
28 231 3
28 291 13
28 211 -8
28 287 13
28 383 2
28 35 1
28 207 20
28 104 3
28 7 -5
28 26 19
29 397 9
29 87 10
29 168 1
29 294 11
29 91 3
29 338 -2
29 199 6
29 188 -9
30 360 -3
30 339 7
30 208 1
30 135 19
30 343 20
30 26 2
30 102 2
30 61 19
30 383 -10
31 347 4
31 70 14
31 162 12
31 178 -8
31 188 -1
31 114 20
31 163 -6
31 418 11
31 344 12
31 187 14
31 81 1
31 152 15
31 6 -9
31 319 -4
31 217 -2
31 379 -6
31 111 7
32 353 1
32 99 15
32 228 11
32 155 -3
32 207 8
32 191 8
32 348 -3
32 417 4
32 42 14
32 7 16
32 385 -8
32 370 2
33 273 4
33 284 17
33 227 8
33 242 5
33 287 17
33 50 4
33 394 9
33 60 8
33 119 -5
33 351 -1
33 20 15
34 349 -1
34 124 -6
34 398 12
34 232 10
34 132 -9
34 385 15
34 202 4
34 215 14
34 351 13
34 325 16
34 332 3
34 388 14
34 334 14
34 140 2
34 97 -2
34 138 -1
34 383 1
34 276 8
34 314 4
34 12 -9
35 19 3
35 242 -5
35 124 -4
35 289 16
35 108 -6
35 330 20
35 144 2
35 131 -5
35 139 -7
35 165 12
35 198 14
35 217 -9
35 250 11
35 127 5
36 258 -6
36 141 16
36 275 11
36 207 7
36 148 -1
36 42 10
36 380 -5
36 208 -10
37 137 -1
37 363 -8
37 273 7
37 90 12
37 359 14
37 65 2
37 126 1
37 325 -2
37 408 8
37 91 -1
37 420 5
38 289 -7
38 36 15
38 158 17
38 135 14
38 58 6
38 359 -9
38 369 9
38 212 13
38 390 -10
38 373 3
38 284 7
38 49 -6
38 152 18
38 273 -1
38 152 -6
39 264 -10
39 16 -3
39 247 -2
39 268 5
39 154 5
39 5 16
39 323 -10
39 65 19
39 243 11
39 339 5
39 194 14
39 129 8
39 141 1
39 172 -6
40 413 -3
40 289 15
40 96 7
40 403 7
40 246 -10
40 6 17
40 278 16
40 339 14
40 271 16
40 291 4
40 381 9
40 290 8
41 214 12
41 361 -9
41 185 -1
41 51 9
41 264 -3
41 22 17
41 257 20
42 82 20
42 350 4
42 16 15
42 86 -1
42 52 16
42 351 10
42 341 2
43 350 9
43 280 -8
43 143 9
43 79 13
43 395 -3
43 98 -9
43 333 4
43 261 13
43 223 -7
43 177 -2
43 35 2
43 274 11
43 58 6
43 171 8
43 17 9
44 377 -2
44 311 10
44 297 5
44 365 11
44 107 13
44 364 -2
44 390 -7
44 204 -10
44 210 -7
44 367 -2
45 129 13
45 3 20
45 13 -4
45 20 -1
45 117 19
45 187 5
45 299 -9
45 119 6
45 265 5
45 248 20
45 81 2
45 49 20
45 152 -2
45 293 8
46 172 7
46 194 14
46 83 -7
46 121 8
46 340 2
46 245 4
46 423 12
46 108 -4
46 392 16
46 359 3
46 108 -9
46 306 -8
47 42 -8
47 215 15
47 313 2
47 122 9
47 254 -10
47 300 -1
47 336 -1
47 412 -10
47 299 6
47 180 -2
47 377 -5
47 296 -9
47 142 16
47 359 -4
47 101 8
47 186 -6
48 343 17
48 350 -8
48 138 -7
48 417 11
48 4 16
48 418 14
48 413 16
48 376 -1
48 265 20
48 60 -2
48 186 2
48 142 -1
48 90 15
48 378 -8
48 6 -7
48 113 14
48 169 17
48 74 20
48 243 17
49 249 -6
49 90 15
49 54 -9
49 151 -6
49 235 -4
49 185 16
49 321 18
49 205 -6
49 360 -1
49 339 11
49 62 10
49 20 10
49 282 20
49 403 8
50 338 13
50 167 4
50 359 16
50 269 16
50 299 -4
50 250 11
50 312 -8
50 45 -7
50 253 18
50 146 20
50 345 10
50 274 14
50 189 2
51 109 20
51 180 12
51 91 2
51 385 -2
51 144 -10
51 232 1
51 252 16
51 38 17
51 143 13
51 356 10
51 258 14
51 171 14
51 385 19
52 405 12
52 275 11
52 383 11
52 364 20
52 385 4
52 59 9
52 306 -3
52 25 12
52 163 4
52 32 -2
52 237 -6
52 71 18
52 75 -9
52 396 -10
52 62 1
52 156 11
52 363 -2
52 323 -2
52 349 19
52 96 12
52 189 11
52 34 17
53 58 2
53 204 15
53 150 -4
53 383 19
53 166 3
53 90 -10
53 80 1
53 34 19
53 149 -9
53 186 -6
53 204 -1
53 299 6
54 419 10
54 308 20
54 353 10
54 360 16
54 279 -8
54 318 10
54 26 5
54 324 -5
54 379 18
54 415 1
54 123 9
54 49 -3
55 23 -2
55 224 -7
55 2 -4
55 193 -5
55 278 17
55 222 19
55 227 15
55 176 15
55 79 18
55 226 -4
55 102 9
55 218 16
55 163 5
55 198 12
55 190 11
55 184 20
55 404 8
55 2 -8
55 364 -5
56 27 -5
56 382 -3
56 77 3
56 297 19
56 369 5
56 41 18
56 46 -8
56 410 10
56 99 20
56 286 20
56 347 14
56 232 -4
56 382 19
56 410 -7
57 295 16
57 51 10
57 400 1
57 267 -4
57 128 15
57 324 1
57 106 20
57 130 -10
57 327 14
57 350 -6
57 44 6
57 124 6
57 165 -9
57 195 20
57 306 6
58 28 7
58 35 -8
58 272 9
58 256 17
58 384 -9
58 346 16
58 77 -3
58 160 -5
58 235 -7
58 257 14
58 404 -8
58 327 -4
58 343 11
58 221 11
58 157 -3
58 150 -8
58 82 10
58 116 16
59 314 -3
59 200 18
59 195 14
59 25 -9
59 174 -2
59 141 -4
59 133 15
59 268 6
59 26 3
59 338 14
59 262 19
59 23 -10
59 82 15
59 181 12
59 300 11
59 345 16
59 307 8
60 200 12
60 190 11
60 304 10
60 121 -6
60 411 -10
60 281 3
60 401 9
60 54 10
60 147 7
60 198 2
60 175 11
60 388 6
60 107 19
60 382 12
60 386 6
61 148 -1
61 413 -9
61 74 19
61 3 10
61 184 -9
61 301 15
61 133 -10
61 148 8
61 131 14
61 152 6
61 423 8
61 183 19
61 153 13
61 87 -9
61 149 5
62 58 9
62 251 6
62 369 2
62 28 5
62 361 6
62 48 17
62 258 17
62 124 1
63 346 10
63 338 3
63 8 -8
63 412 -8
63 132 9
63 59 4
63 282 4
63 19 12
63 92 15
63 407 9
63 91 11
63 180 9
63 308 19
63 305 -5
64 291 5
64 134 10
64 318 9
64 316 20
64 82 13
64 136 3
64 375 17
64 298 13
64 380 6
64 373 14
64 8 -8
64 59 6
64 344 17
64 391 7
64 182 8
64 216 3
64 290 3
64 197 8
65 185 4
65 84 -2
65 180 18
65 46 5
65 141 15
65 302 10
65 419 1
65 48 2
65 329 18
65 168 12
65 344 2
66 31 -6
66 172 5
66 304 8
66 79 18
66 423 10
66 189 16
66 376 8
66 42 10
66 390 11
66 260 -10
66 271 18
66 289 18
66 317 -1
66 259 15
66 380 15
67 328 9
67 53 -3
67 149 -4
67 118 -2
67 318 -1
67 413 19
67 189 14
67 211 13
67 101 10
67 412 -4
67 196 -6
67 294 20
67 76 -6
68 401 -8
68 355 14
68 172 1
68 163 -6
68 148 -3
68 218 17
68 34 3
69 5 -3
69 96 17
69 366 13
69 231 -4
69 423 19
69 133 19
69 252 8
69 411 14
69 110 8
69 81 19
69 358 14
69 48 -9
69 16 6
69 332 10
69 384 -4
69 388 15
70 286 -3
70 407 -10
70 372 2
70 341 4
70 361 4
70 293 5
70 144 -7
70 74 -1
70 178 7
70 412 17
70 275 -5
70 209 13
70 415 5
70 295 2
70 322 12
70 219 -8
71 188 9
71 143 10
71 415 -2
71 180 14
71 288 14
71 362 1
71 107 8
71 337 12
71 376 7
71 168 15
71 225 6
71 252 -8
72 182 9
72 278 11
72 26 8
72 355 -5
72 136 14
72 267 9
72 150 -4
72 182 -5
72 125 18
72 302 1
72 80 1
72 272 14
72 51 15
73 2 17
73 420 14
73 43 -3
73 221 6
73 316 7
73 369 11
73 85 19
73 224 20
73 114 6
73 303 1
73 229 -3
74 406 4
74 352 4
74 197 -10
74 249 -4
74 258 3
74 5 13
74 182 18
74 356 20
74 11 18
74 169 7
74 404 3
74 408 8
74 220 1
75 309 16
75 238 6
75 106 -2
75 158 17
75 287 7
75 413 -9
75 221 6
75 393 15
75 160 17
75 186 12
75 235 -2
75 172 16
75 157 15
75 305 15
76 189 7
76 141 4
76 118 13
76 284 4
76 284 11
76 365 16
76 334 -4
76 10 1
76 80 -10
76 292 -9
76 252 -4
76 73 7
76 13 10
76 127 9
76 273 20
76 93 10
77 204 19
77 305 19
77 173 8
77 370 19
77 188 11
77 27 14
77 393 -5
77 211 -1
77 207 -9
77 371 -1
77 312 -5
77 171 -3
77 318 20
78 233 -6
78 422 18
78 175 -8
78 17 20
78 401 20
78 362 -5
78 347 15
78 100 4
78 23 18
78 188 -6
78 388 -9
78 421 14
78 235 -4
78 84 19
78 190 7
78 87 -8
78 105 4
79 134 6
79 227 -9
79 99 -7
79 212 8
79 95 1
79 138 3
79 85 2
79 230 20
79 419 7
80 197 -7
80 404 -4
80 252 -3
80 89 5
80 264 -2
80 305 14
80 9 12
80 27 -3
80 351 1
80 185 8
80 343 -4
80 90 -1
80 350 -4
80 204 14
81 26 17
81 31 4
81 126 6
81 331 19
81 410 -8
81 158 4
81 131 9
81 412 15
81 224 1
81 38 3
81 157 7
81 228 19
81 151 -6
81 377 -4
81 284 -7
82 208 7
82 56 12
82 251 -1
82 151 -10
82 226 -6
82 236 -10
82 184 16
82 186 16
82 302 -7
82 119 6
82 199 4
82 99 8
82 215 9
82 323 -9
82 195 19
82 299 14
82 416 -10
82 299 1
82 363 -5
83 20 2
83 19 -3
83 224 -6
83 409 14
83 225 7
83 190 9
83 274 17
83 91 4
83 349 -1
83 288 6
83 82 3
83 366 10
83 85 3
83 227 14
83 382 2
83 311 -2
84 17 9
84 413 7
84 270 17
84 209 -3
84 6 6
84 120 -8
84 302 12
84 344 16
84 301 -5
84 321 20
84 401 3
84 63 13
84 297 9
84 246 -1
84 264 8
84 174 5
85 284 -6
85 90 13
85 330 -6
85 339 12
85 166 15
85 167 -5
85 17 1
85 292 13
85 234 3
85 77 7
85 217 17
85 357 -10
85 318 -10
85 237 15
86 330 -7
86 30 -8
86 68 13
86 319 1
86 307 -8
86 30 8
86 340 1
86 55 -4
86 355 17
86 127 20
86 26 14
86 244 -1
86 95 -4
86 141 2
86 334 -2
87 330 -9
87 138 -4
87 361 8
87 77 16
87 160 -1
87 335 12
87 336 3
87 104 9
87 310 -9
87 302 -2
88 175 -4
88 276 13
88 411 3
88 93 4
88 102 -9
88 209 5
88 210 14
88 370 4
88 225 -7
88 57 13
88 84 10
88 260 4
88 415 17
88 406 9
88 378 7
89 54 2
89 261 9
89 365 7
89 202 -5
89 315 2
89 291 8
89 198 7
89 92 15
89 281 -3
89 59 8
89 217 -8
89 386 9
89 69 -3
89 394 12
89 410 11
89 181 -10
89 119 -7
90 235 14
90 144 -7
90 135 13
90 259 5
90 117 6
90 80 11
90 52 -4
90 125 5
90 178 -8
90 85 2
91 257 3
91 129 16
91 243 -3
91 4 10
91 317 7
91 232 -8
91 92 -2
91 304 8
91 12 -9
91 344 3
91 250 20
91 330 -10
91 385 14
91 10 12
91 235 -1
92 306 18
92 347 19
92 406 11
92 164 -3
92 203 16
92 47 9
92 238 -5
92 399 13
92 161 -10
92 127 15
92 86 -2
92 153 7
92 174 11
93 35 -1
93 105 -1
93 310 15
93 134 2
93 88 -4
93 73 -5
93 35 17
93 420 -7
93 44 18
93 337 18
94 419 11
94 87 -2
94 288 8
94 52 -1
94 223 11
94 334 -2
94 288 -3
94 267 -2
94 293 -1
94 45 19
94 384 -8
94 245 7
94 220 13
95 162 13
95 373 2
95 310 3
95 268 15
95 172 20
95 375 -10
95 301 14
95 7 19
95 411 12
95 43 11
95 355 6
95 367 16
95 179 18
95 197 -2
95 280 -4
96 239 5
96 339 7
96 97 10
96 189 7
96 392 -8
96 228 -5
96 95 8
96 376 -2
96 389 20
96 306 13
96 122 8
97 283 13
97 291 -5
97 32 -7
97 280 -6
97 216 1
97 133 10
97 360 5
97 405 9
97 404 6
97 327 10
97 345 9
97 201 2
97 251 -4
97 196 7
97 197 6
97 188 11
97 21 -1
97 59 10
98 196 -4
98 46 5
98 380 -10
98 400 4
98 313 -1
98 424 11
98 410 3
98 264 -1
98 383 17
98 356 9
98 338 1
99 161 -5
99 232 -4
99 362 6
99 123 -9
99 200 16
99 399 13
99 165 3
99 134 9
100 398 -2
100 82 11
100 192 -2
100 382 17
100 199 5
100 68 8
100 403 16
100 156 13
101 135 -9
101 69 -8
101 250 1
101 380 3
101 19 -2
101 108 7
101 167 10
101 210 11
101 161 -1
102 21 5
102 156 -1
102 16 17
102 289 15
102 341 -4
102 330 15
102 423 -10
102 324 19
102 356 16
102 199 15
103 199 8
103 335 -3
103 331 -9
103 167 1
103 265 -3
103 79 3
103 178 11
103 290 -7
103 280 1
103 384 1
103 127 9
103 6 -10
103 202 9
103 166 3
103 5 -4
103 138 11
103 215 1
104 20 15
104 325 5
104 390 -6
104 277 -1
104 251 10
104 209 3
104 242 -3
104 122 1
104 333 20
104 53 12
104 124 -1
104 342 4
104 258 2
105 323 7
105 418 19
105 211 15
105 356 13
105 68 6
105 338 -5
105 313 1
105 291 -9
105 108 7
105 43 15
106 331 15
106 230 11
106 356 1
106 182 9
106 329 8
106 343 2
106 184 -7
106 338 -2
106 284 9
106 355 -3
106 197 6
106 68 18
107 128 20
107 22 -1
107 412 18
107 402 -8
107 167 7
107 179 18
107 216 16
107 51 -8
107 257 15
107 282 16
107 11 11
107 272 6
107 84 -1
107 66 9
108 359 11
108 328 3
108 25 17
108 159 11
108 166 -3
108 171 12
108 359 -1
108 166 -2
108 365 -9
108 376 12
108 321 19
108 184 -6
108 119 1
108 117 8
108 131 -8
109 56 -10
109 98 -7
109 26 3
109 106 7
109 46 -2
109 38 -5
109 253 -2
109 64 3
109 140 17
110 121 -2
110 407 3
110 35 9
110 370 4
110 39 -10
110 195 7
110 67 20
110 153 13
110 73 -5
110 384 4
110 417 4
110 364 16
111 102 -5
111 195 8
111 296 7
111 319 12
111 242 -1
111 337 17
111 32 -4
111 256 18
112 197 -9
112 276 14
112 382 5
112 356 9
112 92 8
112 268 5
112 31 17
112 81 -9
112 273 -2
112 28 16
112 15 19
112 144 14
112 22 8
112 424 12
112 37 1
112 72 6
113 157 12
113 176 -4
113 70 -8
113 322 19
113 308 7
113 175 18
113 257 7
113 77 7
113 246 1
113 230 -7
113 230 12
113 337 -10
113 199 4
113 360 17
113 390 -8
113 313 7
113 128 -7
113 5 5
114 240 3
114 234 15
114 315 6
114 244 -8
114 157 12
114 378 7
114 55 6
114 138 8
114 365 -7
115 105 8
115 67 9
115 81 4
115 312 -5
115 292 6
115 364 16
115 192 11
115 62 5
115 407 -9
115 166 -10
115 209 2
115 179 -7
115 393 16
115 383 -10
115 12 7
115 415 3
115 381 13
116 380 -1
116 359 20
116 402 19
116 382 -2
116 365 -1
116 355 5
116 107 18
116 149 13
116 56 -1
116 32 -1
116 339 19
116 33 4
116 263 -7
116 333 7
116 304 16
116 198 -3
116 390 -1
117 336 -4
117 275 9
117 40 10
117 94 1
117 138 20
117 63 10
117 394 18
117 391 9
117 239 14
117 115 2
117 192 3
117 178 -1
117 328 -9
117 380 13
117 40 20
117 216 11
117 417 15
117 320 13
117 204 11
117 303 2
117 385 14
118 325 -2
118 72 3
118 254 13
118 110 -6
118 92 -5
118 50 13
118 243 -5
118 101 -4
118 264 1
118 112 -1
118 117 3
118 290 11
118 128 8
118 368 19
118 216 13
118 407 -1
118 69 -5
119 38 -9
119 246 -2
119 348 2
119 296 -1
119 335 9
119 35 4
119 323 1
119 328 -8
119 189 16
119 175 -5
120 316 14
120 62 5
120 44 6
120 200 5
120 273 7
120 275 14
120 416 -1
120 1 -9
120 400 3
120 173 14
120 343 20
120 348 15
120 276 8
120 346 -10
121 58 18
121 282 6
121 184 -6
121 17 5
121 2 -1
121 228 16
121 333 -2
121 421 5
121 111 8
121 78 6
121 6 15
121 19 -2
121 278 5
121 418 14
122 91 18
122 282 1
122 411 -2
122 393 14
122 344 9
122 305 -2
122 35 1
122 196 4
122 405 20
122 15 1
122 373 6
122 77 7
122 44 9
122 82 -6
122 242 17
122 40 17
122 98 1
123 124 3
123 12 17
123 85 10
123 314 13
123 323 -6
123 398 18
123 326 18
123 252 3
123 320 20
123 66 6
123 53 -9
123 373 8
123 173 -6
123 117 1
123 158 17
123 178 3
123 273 -6
124 45 7
124 408 5
124 65 4
124 407 -5
124 195 8
124 216 -8
124 131 -4
124 231 8
124 356 18
124 92 10
124 227 12
124 44 -9
124 246 17
125 299 -6
125 103 11
125 5 15
125 329 13
125 161 9
125 123 -1
125 334 7
125 142 -10
125 21 8
125 163 11
125 287 18
125 315 -1
125 161 -2
126 78 16
126 322 15
126 110 13
126 330 3
126 115 11
126 54 -3
126 268 3
126 116 9
126 104 16
127 222 8
127 422 -3
127 391 3
127 290 -7
127 62 14
127 275 9
127 117 14
127 251 1
127 99 3
127 375 -5
127 172 3
127 245 7
128 140 1
128 379 7
128 365 13
128 201 -5
128 420 -8
128 90 14
128 206 -6
128 292 10
128 323 1
128 343 13
128 180 -9
128 62 20
129 222 11
129 334 5
129 257 -2
129 87 6
129 81 11
129 202 -6
129 304 20
129 291 4
129 14 8
129 23 -7
129 164 9
129 71 -4
130 90 18
130 406 -7
130 375 -3
130 30 -3
130 84 -8
130 394 7
130 108 -1
130 17 13
130 189 14
130 1 1
130 244 12
131 198 8
131 112 -8
131 345 17
131 121 3
131 160 12
131 415 -1
131 95 6
131 407 16
131 311 16
131 159 13
131 311 -7
131 176 2
131 72 17
131 219 11
131 253 -9
131 208 4
132 420 3
132 209 -7
132 309 -3
132 179 15
132 76 -4
132 23 -2
132 231 14
132 182 16
132 244 -4
132 139 -7
132 89 1
132 322 -9
132 226 19
132 230 9
132 20 -7
132 265 2
132 102 7
133 205 -2
133 189 11
133 199 11
133 30 11
133 323 14
133 301 -2
133 400 7
133 226 -9
133 334 -1
133 12 -1
133 153 -5
133 289 8
133 69 7
133 299 -5
133 354 -5
134 288 2
134 208 10
134 239 3
134 53 -7
134 350 10
134 216 10
134 40 -1
134 362 16
134 401 19
134 324 -10
134 254 1
134 375 3
134 227 -2
135 79 5
135 262 16
135 20 17
135 363 14
135 109 -10
135 362 6
135 4 -7
135 354 17
135 57 13
135 355 3
135 270 7
135 363 -10
135 405 1
135 170 5
135 315 11
135 190 -9
135 242 4
136 141 17
136 94 -1
136 74 -2
136 400 6
136 224 -10
136 152 -7
136 251 11
136 61 -9
136 333 -8
136 278 2
136 362 11
136 40 11
136 39 6
136 218 13
136 390 6
136 197 18
137 366 9
137 264 -8
137 162 18
137 208 3
137 150 -1
137 420 -5
137 23 -3
137 295 4
137 413 9
137 88 13
137 253 -1
137 133 -9
137 112 8
137 66 -1
137 29 5
137 126 3
138 111 -3
138 97 17
138 374 16
138 335 -8
138 289 18
138 397 5
138 25 -5
138 392 5
138 99 9
138 261 3
138 241 4
138 50 -1
138 402 9
138 223 15
138 304 1
139 211 -10
139 316 2
139 218 6
139 178 14
139 329 19
139 188 19
139 372 -1
139 3 -6
139 273 -5
139 170 1
139 363 14
139 410 5
140 21 6
140 380 2
140 315 -6
140 109 -5
140 93 -1
140 288 3
140 215 13
140 332 -9
140 47 2
140 245 12
140 288 -9
141 363 -4
141 246 3
141 116 8
141 201 4
141 364 -7
141 339 13
141 128 1
141 289 -3
142 244 11
142 422 11
142 136 6
142 352 15
142 265 16
142 267 -2
142 406 9
142 181 -9
142 196 17
142 40 2
142 303 -5
142 19 4
143 19 18
143 218 10
143 261 -9
143 380 -4
143 420 3
143 6 7
143 131 13
143 259 7
143 322 -3
143 152 11
143 213 -9
143 258 13
143 226 10
143 213 -7
143 163 4
143 79 13
144 279 -1
144 184 -9
144 409 3
144 378 17
144 380 -3
144 255 4
144 10 19
144 288 16
144 102 -4
144 399 6
144 157 13
144 406 11
144 194 8
145 306 11
145 19 20
145 284 -7
145 93 -9
145 37 -7
145 111 17
145 306 -9
146 419 16
146 130 11
146 233 20
146 386 -10
146 212 -2
146 133 13
146 300 -9
146 201 6
146 370 3
146 98 18
146 78 5
146 111 6
146 98 7
146 218 -2
146 45 9
146 113 12
146 153 -7
147 73 19
147 154 7
147 299 -9
147 52 20
147 110 4
147 421 19
147 134 15
147 95 2
148 269 -4
148 81 19
148 230 5
148 90 2
148 393 -3
148 70 -2
148 144 19
148 200 -2
148 348 12
148 133 10
148 208 -7
148 196 14
149 145 11
149 422 -9
149 71 19
149 282 9
149 347 6
150 270 6
150 328 1
150 149 -1
150 234 3
150 25 20
150 217 1
150 311 15
150 190 -9
150 204 7
150 155 12
150 250 20
150 199 13
150 192 13
150 45 -9
150 132 5
151 362 11
151 393 -8
151 174 1
151 237 14
151 307 5
151 408 -2
151 147 7
151 295 -2
151 22 10
151 233 -4
151 15 14
151 360 -1
151 264 15
151 200 6
151 413 11
151 252 18
151 316 4
152 380 18
152 243 -4
152 320 -10
152 371 9
152 306 2
152 136 1
152 239 14
152 164 12
152 204 4
152 238 3
152 277 11
152 196 18
152 170 7
152 117 10
153 388 -6
153 297 -5
153 273 9
153 58 -1
153 320 10
153 116 -6
153 355 15
153 279 6
153 269 -3
154 215 -7
154 144 6
154 403 -8
154 415 10
154 236 16
154 308 5
154 87 -5
154 4 16
154 59 -1
154 287 2
154 4 -9
154 291 20
154 300 3
155 311 6
155 113 10
155 217 4
155 47 -3
155 225 1
155 51 -3
155 221 -3
155 348 1
155 310 -6
155 263 19
156 215 11
156 29 6
156 322 13
156 360 6
156 170 2
156 358 3
156 211 11
156 264 2
157 111 15
157 384 19
157 262 -3
157 342 12
157 169 9
157 301 20
157 210 11
157 98 17
157 63 -4
157 22 6
157 92 19
158 237 -8
158 414 17
158 231 14
158 342 -2
158 236 2
158 88 16
158 340 -1
158 400 15
158 396 9
158 413 2
158 185 -9
159 34 -5
159 377 -4
159 14 6
159 182 -2
159 207 -2
159 101 16
159 354 13
159 263 9
159 120 14
159 85 20
159 291 16
159 407 11
159 96 18
160 75 -4
160 347 -8
160 71 15
160 382 -10
160 8 18
160 181 -4
160 231 19
160 352 20
160 214 7
160 180 -2
160 28 -6
160 2 -5
160 369 17
160 116 1
161 399 4
161 283 1
161 253 5
161 376 11
161 30 -6
161 405 -1
161 13 2
161 209 19
161 62 -4
161 115 17
162 101 19
162 297 8
162 289 -2
162 133 5
162 216 11
162 408 20
162 65 5
162 220 -9
162 242 -8
162 11 17
163 196 5
163 277 16
163 46 -3
163 216 -6
163 136 4
163 367 18
163 191 -5
163 224 -6
163 274 -7
163 161 1
163 72 14
164 217 12
164 372 11
164 41 8
164 279 18
164 114 12
164 70 -3
164 207 16
164 337 -5
164 339 -9
164 151 11
164 350 13
164 51 12
164 10 10
164 29 12
164 48 2
165 64 -10
165 138 6
165 80 -3
165 240 -1
165 141 -2
165 341 12
165 406 -2
165 226 -3
165 29 -2
165 191 6
165 121 12
165 123 -10
165 130 3
166 140 -4
166 1 -5
166 34 -1
166 234 14
166 84 12
167 177 3
167 197 15
167 38 -9
167 394 9
167 317 19
167 345 13
167 323 2
167 299 -8
168 302 9
168 66 10
168 262 1
168 263 1
168 61 -1
168 101 -1
168 219 -5
168 190 -3
168 355 16
168 147 10
168 386 -8
168 45 20
168 223 -5
168 143 -6
168 219 13
168 162 11
168 228 -3
168 306 5
168 275 -10
168 188 11
168 234 3
168 141 5
169 316 8
169 108 7
169 271 1
169 347 1
169 350 15
169 305 -5
169 376 7
169 111 7
169 325 -6
169 270 18
169 285 1
169 151 14
170 322 8
170 221 10
170 178 -6
170 66 8
170 122 9
170 52 1
170 193 12
170 258 -5
170 416 2
170 39 7
170 260 9
170 356 20
170 393 9
171 29 18
171 203 -1
171 114 12
171 211 -10
171 117 4
171 289 12
171 173 -1
172 206 20
