125 1416
33 104 -5
34 37 -5
34 74 -9
34 3 -9
34 74 -7
34 100 -6
34 123 -6
34 91 8
34 56 -8
34 26 15
34 84 16
34 104 -4
34 35 16
34 93 -1
34 4 5
35 9 3
35 10 20
35 30 6
35 77 2
35 62 16
35 125 -7
35 52 5
35 40 6
35 14 13
35 19 9
35 59 16
36 111 -5
36 68 5
36 65 6
36 41 19
36 59 -2
36 60 4
36 87 -10
36 5 -7
36 62 -10
36 77 16
36 51 20
36 121 8
36 74 -5
37 101 -9
37 44 20
37 15 1
37 55 14
37 25 3
37 114 11
37 74 -4
37 40 6
38 109 19
38 40 17
38 82 18
38 71 8
38 60 -5
38 91 -7
38 30 12
38 112 -4
38 94 20
38 20 7
38 9 13
38 55 11
38 19 20
38 3 14
38 36 14
38 53 5
39 120 12
39 77 -5
39 40 15
39 95 16
39 83 6
39 30 10
39 9 17
39 106 -6
39 41 12
39 18 18
40 68 14
40 31 -5
40 45 4
40 23 -7
40 57 -10
40 31 18
40 121 5
40 38 19
40 91 -1
41 88 2
41 106 -10
41 84 -8
41 105 5
41 65 18
41 109 7
41 77 6
41 22 -3
41 98 15
41 115 12
41 63 14
41 94 -8
41 55 4
41 55 -4
41 107 -9
41 40 11
41 99 20
42 77 3
42 123 -10
42 122 16
42 58 4
42 112 -4
42 99 11
42 119 -9
42 113 -6
42 117 9
42 55 5
43 31 14
43 114 2
43 34 5
43 83 8
43 91 12
43 85 -2
43 116 9
43 22 15
43 17 16
43 104 -5
43 42 4
43 26 5
43 26 4
43 123 1
43 110 4
43 64 4
44 24 16
44 104 2
44 61 -7
44 112 13
44 28 13
44 34 -8
44 106 15
44 41 -1
44 118 15
44 6 16
44 101 -9
44 104 14
44 10 -4
45 89 20
45 117 -1
45 31 20
45 106 17
45 57 -3
45 119 -2
45 18 -7
45 117 -2
45 59 3
45 79 14
45 112 4
45 103 13
45 47 -9
45 11 17
45 80 7
46 66 -5
46 94 -9
46 85 7
46 59 9
46 8 15
46 85 17
46 11 -4
46 47 16
46 81 12
46 89 5
46 32 2
47 64 -2
47 38 -2
47 12 -8
48 60 2
48 95 2
48 100 8
48 37 3
48 13 14
48 95 -9
48 29 15
48 76 8
48 118 -10
48 113 -8
48 76 -5
49 38 3
49 114 7
49 89 -9
49 92 10
49 120 18
49 55 14
49 108 -8
49 94 9
49 89 17
50 7 -8
50 20 1
50 33 -10
50 86 10
50 109 20
50 102 4
50 96 4
50 46 19
51 32 1
51 12 15
51 111 6
51 70 19
51 74 -3
51 98 19
51 75 19
51 7 -6
51 45 1
51 9 9
51 33 8
51 31 17
52 71 12
52 9 -9
52 56 5
52 64 4
52 119 -4
52 58 8
52 42 3
52 12 -9
52 100 -7
52 70 -10
52 45 13
52 24 -3
53 112 14
53 41 9
53 121 10
53 49 9
53 22 -2
54 67 16
54 86 -10
54 107 -2
54 68 -7
54 69 -2
54 36 11
54 6 9
54 68 15
54 75 16
54 17 2
54 102 3
55 34 7
55 114 1
55 40 14
55 48 -1
55 3 14
55 62 -3
55 63 -6
55 54 6
55 38 10
55 114 11
56 58 -5
56 117 18
56 47 14
56 98 20
56 2 18
56 43 10
56 111 10
57 110 12
57 99 -5
57 110 13
57 81 6
57 22 -7
57 16 -6
57 80 3
57 33 19
58 101 -9
58 102 3
58 92 -9
58 114 8
58 24 12
58 83 4
58 4 10
58 84 19
58 93 14
58 1 16
58 98 9
58 114 13
58 102 -7
59 39 5
59 52 7
59 52 15
59 101 -8
59 55 2
59 16 -3
59 123 11
59 72 -1
59 54 9
59 106 8
59 100 19
60 20 10
60 75 13
60 4 -6
60 106 20
60 14 -2
60 89 6
60 103 -6
60 97 -2
60 105 1
60 38 16
60 61 8
60 110 5
61 97 6
61 72 8
61 118 15
61 27 -10
61 119 20
61 19 -3
61 3 1
61 70 -4
61 123 -5
61 104 17
61 49 3
62 101 7
62 122 3
62 68 -1
62 74 -7
62 110 -2
62 99 12
62 64 18
62 58 -3
62 59 -1
63 79 1
63 114 1
63 90 1
63 92 15
63 91 -4
63 23 18
63 41 9
63 103 17
63 61 -8
63 34 10
63 32 -3
63 58 13
64 78 1
64 95 -3
64 27 9
64 63 16
64 76 9
64 24 10
64 81 18
64 96 6
64 106 -3
64 125 6
64 74 20
64 17 13
64 82 -1
65 31 12
65 62 -7
65 97 16
65 64 16
65 116 10
65 86 20
65 76 -4
65 46 6
65 34 7
65 5 7
65 86 12
66 43 9
66 9 7
66 105 17
66 38 14
66 25 17
66 65 20
66 32 20
66 74 6
66 86 10
67 22 16
67 26 19
67 49 -2
67 68 10
67 52 14
67 94 14
67 24 -7
67 9 12
67 86 11
67 3 19
67 98 12
67 2 16
68 36 7
68 88 -7
68 118 -8
68 105 15
68 118 -2
68 56 15
68 44 -7
68 90 9
68 101 -3
68 81 7
68 48 3
68 13 11
68 122 20
69 63 16
69 124 6
69 80 13
69 103 15
69 27 10
69 60 -8
69 55 -7
69 58 19
69 121 -5
69 57 2
69 27 -1
69 86 13
70 117 -1
70 122 -3
70 80 6
70 77 6
70 125 10
70 50 -6
70 83 5
70 5 5
70 81 -1
70 25 -2
70 100 10
71 106 6
71 118 14
71 104 -1
71 14 9
71 64 7
71 44 4
71 74 -2
71 70 16
72 27 -9
72 60 -5
72 6 18
72 53 13
72 86 19
72 108 -6
72 84 6
72 38 -6
72 120 -3
72 95 13
72 42 7
72 79 -6
72 109 18
72 13 8
72 8 3
72 119 1
73 124 -3
73 42 -1
73 104 11
73 56 -1
73 52 5
73 115 -9
73 60 -1
73 76 2
73 94 10
73 1 5
73 101 9
73 49 13
74 34 -5
74 34 -5
74 96 -3
74 83 18
74 73 13
74 39 -4
74 30 13
74 76 16
74 107 3
74 123 7
74 112 15
74 32 17
75 55 3
75 90 14
75 86 13
75 58 -7
75 21 -3
75 117 -8
75 68 1
75 26 15
75 106 6
75 45 -6
75 70 -2
75 65 1
75 27 3
75 15 15
75 105 15
75 32 10
75 36 1
75 68 -6
75 94 7
76 34 5
76 6 2
76 61 14
76 8 9
76 88 -7
76 114 -2
76 79 -4
76 112 14
76 98 12
76 19 2
76 57 -10
76 104 -4
76 2 10
76 9 12
76 28 17
76 125 -5
76 57 14
77 39 -2
77 59 -4
78 107 1
78 40 -1
78 77 -1
78 39 9
78 125 -5
78 110 18
78 16 13
78 12 11
78 41 9
78 47 18
78 7 17
78 70 1
79 61 15
79 89 -8
79 43 -2
79 55 11
79 37 19
79 5 3
79 42 12
79 35 18
80 97 17
80 97 13
80 46 -5
80 87 11
80 43 7
80 90 -8
80 46 4
80 37 20
80 123 19
80 108 10
80 94 -6
80 73 -8
80 67 12
80 124 10
80 53 16
80 49 -7
80 96 9
80 97 17
80 124 3
81 97 -2
81 117 -8
81 121 3
81 87 -2
81 19 5
81 109 -8
81 79 20
81 84 1
81 80 12
82 37 -4
82 74 2
82 91 3
82 12 -6
82 43 -1
82 79 15
82 74 -1
82 30 2
82 83 -1
82 77 20
82 95 9
82 110 16
82 74 16
82 87 12
82 6 18
82 67 15
82 26 18
82 114 -5
82 33 -5
82 38 7
82 36 14
82 89 16
83 69 -2
83 41 18
83 73 12
83 31 7
83 32 -6
83 112 6
83 71 16
83 75 -2
83 45 11
83 24 7
83 65 3
83 76 14
83 125 10
83 106 5
84 12 -6
84 11 -7
84 111 15
84 25 1
84 37 -3
84 68 -8
84 46 11
84 80 4
84 116 20
84 101 2
84 120 2
84 67 -5
84 83 11
84 55 -2
84 35 16
85 76 11
85 44 3
85 70 6
85 112 10
85 29 8
85 89 1
85 7 -9
85 113 4
85 26 18
85 74 -8
86 121 -5
86 58 3
86 22 19
86 121 7
86 100 14
86 90 10
86 99 7
86 61 20
86 4 13
86 2 6
86 60 -10
86 5 -8
86 11 15
86 41 8
86 47 -8
86 21 8
87 107 12
87 54 20
87 2 13
87 78 2
87 88 5
87 16 -7
87 121 4
87 98 -5
88 18 8
88 26 17
88 104 9
88 100 -5
88 26 11
88 119 16
88 28 18
88 45 7
88 11 8
88 120 -3
88 11 8
88 22 2
88 73 -9
89 79 13
89 71 -9
89 61 -8
89 85 5
89 43 -4
89 64 14
89 47 18
89 108 1
89 43 13
89 41 18
89 102 -1
90 122 18
90 102 -9
90 47 14
90 116 -9
90 16 -6
90 76 11
90 100 5
90 100 -4
90 25 12
90 84 16
90 1 -4
90 107 -2
90 119 13
90 54 16
90 4 2
91 49 -10
91 39 5
91 60 -8
91 31 -5
91 4 -5
91 18 -8
91 44 10
91 13 18
91 31 -4
91 20 7
92 53 -2
92 76 18
92 27 -2
92 12 14
92 60 -3
92 80 18
92 71 9
92 52 20
92 19 7
93 119 -10
93 54 -7
93 115 13
93 69 3
93 104 -2
93 104 12
93 22 17
93 115 9
94 71 -1
94 71 -8
94 33 3
94 79 -1
94 19 19
94 76 12
94 107 -5
94 13 -3
94 87 14
94 120 5
94 103 -2
94 53 4
94 61 -6
94 20 18
94 42 18
94 9 18
95 70 7
95 63 18
95 59 -9
95 29 16
95 124 20
95 96 -4
95 51 12
95 31 14
95 90 2
95 25 20
95 46 7
95 113 12
95 60 11
95 40 20
95 20 -4
95 18 14
95 27 18
96 65 7
96 18 5
96 42 14
96 1 1
96 81 11
96 7 -5
96 120 19
96 30 -3
96 51 19
96 59 12
96 92 9
96 109 7
96 4 7
96 53 -7
97 71 -6
97 10 -1
97 110 2
97 71 5
97 14 3
97 102 -9
97 74 18
97 45 2
97 65 13
97 24 -1
97 33 -6
97 8 -5
98 36 12
98 17 5
98 62 1
98 47 5
98 61 13
98 53 10
98 71 10
98 119 17
98 54 -7
98 48 5
98 23 5
98 71 1
98 112 -7
98 103 -5
98 12 1
98 122 -6
98 83 -2
99 23 -4
99 14 1
99 5 4
99 57 13
99 23 -2
99 15 3
99 62 -6
99 77 -3
99 29 9
99 113 1
99 106 12
100 14 -8
100 44 11
100 56 -3
100 65 -5
100 3 9
100 36 6
100 27 14
100 74 1
100 40 -1
100 51 -5
100 21 8
100 57 6
100 89 7
100 110 -7
100 79 -6
101 14 -10
101 35 12
101 117 15
101 16 2
101 59 6
101 45 -4
101 3 5
101 114 8
101 25 2
102 13 18
102 71 -9
102 91 -3
102 3 15
102 40 18
102 66 -2
102 70 4
102 72 -9
102 118 -8
102 85 -9
102 107 10
103 26 9
103 8 13
103 72 -1
103 56 15
103 120 -10
103 44 4
103 48 10
104 52 12
104 1 13
104 27 18
104 117 11
104 73 -3
104 11 6
104 102 -5
104 123 9
104 35 9
105 51 16
105 91 15
105 67 -5
105 52 -1
105 71 12
105 113 16
105 108 11
105 109 10
106 16 -1
106 92 -2
106 62 -9
106 23 14
106 20 12
106 71 -6
106 97 17
106 86 -2
106 97 14
107 66 9
107 65 19
107 4 3
107 35 19
107 118 15
107 108 -5
107 93 3
107 80 7
107 118 13
107 98 14
107 118 14
108 47 4
108 113 -3
108 56 -9
108 63 3
108 31 13
108 33 -4
108 8 2
108 14 17
108 122 1
108 68 12
108 83 2
109 98 18
109 15 16
109 59 2
109 10 20
109 67 -6
109 104 -8
109 60 5
109 10 -5
109 74 -1
109 10 9
109 67 17
109 61 -1
110 46 -4
110 16 10
110 13 -2
110 83 11
110 106 8
110 114 12
110 58 10
110 14 -4
110 82 -3
110 116 15
110 102 -1
110 112 -7
110 107 12
110 114 7
111 15 5
111 121 -3
111 107 1
111 6 8
111 119 11
111 9 8
111 121 13
111 28 -5
111 96 5
111 66 18
111 56 6
111 122 5
111 104 -7
112 78 -8
112 78 5
112 75 4
112 87 -4
112 85 4
112 9 19
112 89 11
112 76 9
112 118 1
112 88 3
112 79 -5
112 82 17
113 83 -8
113 63 8
113 75 -7
113 63 -1
113 8 -1
113 85 6
113 118 -2
113 105 -5
113 110 11
113 27 16
113 62 -5
113 124 20
114 46 1
114 53 10
114 85 13
114 23 -3
114 68 18
114 116 6
114 113 4
114 88 18
114 88 3
114 87 -1
114 50 6
114 110 13
115 65 7
115 55 -1
115 34 12
115 59 18
115 46 -7
115 1 6
115 10 5
115 40 17
116 124 -8
116 64 5
116 57 8
116 65 15
116 87 12
116 104 7
116 10 -1
116 12 3
116 39 11
116 81 -1
116 72 15
116 61 19
116 44 8
116 70 19
117 4 -1
117 75 -4
117 88 20
117 45 4
117 88 -8
117 110 18
117 99 20
117 78 -10
117 81 7
117 66 10
117 27 1
118 42 3
118 85 16
118 7 14
118 72 -6
118 1 -2
118 50 -1
118 55 -3
118 79 -7
118 29 15
118 114 2
118 109 -1
119 19 -10
119 57 8
119 3 5
119 85 -1
119 103 8
119 82 19
119 57 -1
119 89 3
119 71 -2
119 101 9
120 123 4
120 27 -1
120 101 1
120 121 14
120 17 1
120 43 16
120 10 5
120 112 -1
120 40 -8
120 65 3
120 108 20
121 95 1
121 52 10
121 65 -8
121 91 -9
121 107 13
121 95 6
121 31 3
121 73 7
121 82 9
121 13 19
121 119 -2
122 103 11
122 34 -5
122 95 -2
122 71 19
122 111 1
122 2 19
122 29 -1
122 124 -2
122 33 18
122 60 -10
122 21 8
122 120 -2
122 42 15
122 64 12
122 94 14
123 81 -5
123 111 5
123 40 10
123 29 12
123 56 8
123 26 5
123 116 2
123 67 12
123 44 -5
123 27 14
123 42 18
124 34 1
124 107 12
124 38 11
124 45 -5
124 25 1
124 95 16
124 58 18
124 122 3
124 89 4
125 118 -7
125 116 3
125 99 4
125 52 -7
125 76 12
