200 14837
38 5 -5
38 6 10
38 8 13
38 9 8
38 10 -4
38 11 -3
38 12 1
38 14 -4
38 16 1
38 17 -2
38 18 -5
38 19 10
38 20 -3
38 21 12
38 22 7
38 23 14
38 24 -3
38 25 -2
38 26 -10
38 27 -3
38 28 -4
38 32 12
38 34 -6
38 35 11
38 36 -2
39 1 -8
39 3 -2
39 7 18
39 8 17
39 9 4
39 11 -6
39 12 20
39 14 5
39 16 1
39 17 -2
39 18 -3
39 19 -6
39 20 16
39 21 5
39 22 5
39 24 14
39 25 9
39 26 9
39 27 -10
39 29 -7
39 31 13
39 33 10
39 34 -6
39 35 16
39 36 10
39 38 8
40 1 -2
40 2 -6
40 3 -7
40 5 11
40 6 -2
40 7 20
40 8 1
40 9 -5
40 10 -4
40 11 6
40 13 18
40 14 3
40 15 -5
40 17 2
40 18 -5
40 19 -1
40 21 12
40 23 2
40 25 -6
40 26 17
40 28 13
40 29 12
40 30 9
40 32 2
40 33 -9
40 35 20
40 36 -3
40 37 18
40 38 19
40 39 9
41 1 -8
41 3 18
41 4 9
41 5 -4
41 7 -6
41 8 4
41 9 -8
41 10 11
41 11 14
41 12 16
41 14 11
41 17 6
41 18 20
41 19 4
41 20 -3
41 21 19
41 22 6
41 23 18
41 24 15
41 26 4
41 27 -5
41 28 -2
41 29 17
41 30 16
41 31 -10
41 32 8
41 34 -10
41 35 12
41 36 1
41 37 -1
41 38 9
41 39 19
42 1 -1
42 3 11
42 4 -6
42 5 14
42 6 7
42 7 -10
42 8 -10
42 9 -7
42 10 -7
42 11 2
42 12 19
42 13 -3
42 14 12
42 15 -6
42 17 -6
42 18 13
42 19 10
42 20 9
42 22 2
42 23 6
42 25 15
42 26 7
42 27 6
42 28 10
42 30 17
42 32 20
42 33 20
42 34 20
42 37 7
42 38 19
42 40 -10
43 1 1
43 2 7
43 3 -9
43 4 20
43 6 -7
43 7 13
43 8 11
43 9 19
43 10 2
43 11 -4
43 12 5
43 13 -8
43 14 1
43 16 -4
43 17 8
43 18 -7
43 20 10
43 21 2
43 22 -2
43 23 7
43 24 8
43 25 -8
43 29 -10
43 30 1
43 32 8
43 33 17
43 34 16
43 35 -5
43 36 9
43 38 -7
43 40 -8
44 1 19
44 3 20
44 7 12
44 8 -5
44 12 -8
44 13 17
44 14 11
44 15 -4
44 16 9
44 17 10
44 18 14
44 19 15
44 21 -2
44 22 15
44 23 -9
44 24 -2
44 25 10
44 26 4
44 27 9
44 29 -3
44 30 10
44 31 1
44 32 -4
44 34 5
44 35 8
44 36 -4
44 37 -2
44 38 9
44 39 15
44 40 10
44 41 17
44 42 -7
45 3 13
45 4 -2
45 5 -8
45 6 13
45 7 20
45 8 -10
45 11 3
45 12 4
45 13 11
45 14 19
45 15 15
45 16 -9
45 17 15
45 18 -6
45 20 15
45 21 -6
45 22 -7
45 23 11
45 24 -1
45 27 9
45 28 19
45 29 6
45 30 8
45 31 16
45 32 1
45 33 9
45 34 17
45 35 -5
45 36 -1
45 37 20
45 38 10
45 41 1
45 43 12
45 44 -7
46 1 12
46 3 11
46 4 -8
46 5 20
46 6 16
46 7 -2
46 8 10
46 10 -8
46 11 7
46 13 11
46 15 8
46 16 -4
46 17 -6
46 18 -6
46 21 7
46 22 -8
46 23 -8
46 26 5
46 27 1
46 29 3
46 30 15
46 32 6
46 33 -4
46 34 -1
46 35 13
46 36 -3
46 37 6
46 38 -9
46 40 18
46 41 10
46 42 15
46 43 11
47 2 7
47 5 -3
47 6 20
47 7 -2
47 8 7
47 10 -7
47 12 4
47 13 18
47 14 20
47 15 -3
47 20 -8
47 21 19
47 23 18
47 24 7
47 26 -4
47 27 10
47 28 -2
47 30 6
47 31 -6
47 33 4
47 35 10
47 37 20
47 39 20
47 40 -3
47 41 8
47 43 16
47 44 8
48 1 11
48 4 -9
48 5 7
48 8 -2
48 9 -8
48 10 1
48 11 19
48 12 19
48 13 -10
48 14 11
48 15 15
48 16 5
48 18 8
48 19 2
48 20 15
48 21 9
48 22 -3
48 23 2
48 24 -7
48 26 -10
48 27 9
48 28 7
48 29 -6
48 30 16
48 31 -9
48 32 11
48 33 -10
48 34 19
48 36 5
48 39 19
48 40 13
48 41 15
48 42 18
48 43 -7
48 44 15
48 46 -10
49 2 -5
49 3 13
49 4 8
49 6 -3
49 8 -8
49 9 13
49 10 18
49 14 15
49 16 13
49 18 -2
49 20 4
49 22 17
49 23 14
49 25 -8
49 26 7
49 27 -8
49 28 19
49 29 15
49 32 5
49 33 2
49 35 19
49 36 11
49 37 10
49 38 -6
49 39 -1
49 41 -6
49 42 17
49 43 7
49 44 -10
49 45 -1
49 46 -5
49 47 -6
50 1 4
50 2 -5
50 3 20
50 4 9
50 5 9
50 6 11
50 8 20
50 12 -5
50 13 17
50 15 17
50 16 20
50 17 8
50 20 10
50 21 11
50 22 -10
50 23 1
50 24 13
50 25 14
50 27 5
50 28 6
50 30 -10
50 31 14
50 32 15
50 33 8
50 34 10
50 35 -10
50 37 4
50 38 1
50 39 16
50 40 12
50 41 10
50 42 -1
50 43 20
50 44 7
50 45 -2
50 46 9
50 48 18
50 49 18
51 2 7
51 3 8
51 4 -10
51 5 3
51 6 -6
51 7 19
51 8 8
51 9 12
51 10 3
51 11 17
51 12 2
51 13 -2
51 15 11
51 16 13
51 17 -7
51 18 -6
51 24 -8
51 26 7
51 27 -2
51 28 -10
51 29 -4
51 30 14
51 33 -8
51 34 -4
51 35 12
51 36 19
51 37 -6
51 38 -10
51 39 12
51 40 12
51 41 18
51 42 -1
51 44 -1
51 45 19
51 46 16
51 47 6
51 48 3
51 49 -9
51 50 6
52 2 12
52 3 10
52 4 11
52 6 -9
52 9 14
52 10 -10
52 11 3
52 14 -8
52 15 17
52 16 8
52 17 12
52 18 10
52 19 4
52 20 -5
52 21 1
52 22 20
52 23 -8
52 24 -4
52 26 -4
52 27 12
52 28 -9
52 30 9
52 31 -6
52 33 -4
52 37 -6
52 39 18
52 40 6
52 41 6
52 42 -9
52 43 7
52 44 14
52 45 13
52 47 9
52 48 3
52 49 11
52 50 17
52 51 15
53 1 14
53 2 20
53 3 -1
53 4 -6
53 5 7
53 6 -5
53 7 9
53 8 4
53 9 20
53 10 14
53 13 -6
53 15 -5
53 16 -6
53 19 7
53 20 -6
53 21 1
53 22 15
53 23 -9
53 24 10
53 25 1
53 26 2
53 27 2
53 28 -2
53 30 15
53 31 14
53 32 6
53 33 12
53 34 6
53 35 6
53 36 -6
53 37 -7
53 38 6
53 39 -4
53 41 -6
53 42 6
53 43 17
53 44 8
53 45 -7
53 47 16
53 48 14
53 49 -6
53 50 16
53 52 -9
54 2 16
54 3 8
54 4 2
54 7 12
54 9 16
54 11 -7
54 12 8
54 14 13
54 15 7
54 16 -8
54 17 6
54 18 17
54 19 -6
54 21 4
54 22 -9
54 23 -1
54 24 -10
54 25 2
54 26 -7
54 27 1
54 28 7
54 29 -2
54 30 4
54 31 -10
54 32 -2
54 33 -6
54 34 -9
54 35 1
54 36 -3
54 37 7
54 38 1
54 39 -4
54 41 9
54 43 9
54 45 14
54 46 -2
54 47 17
54 48 4
54 49 9
54 50 15
55 1 1
55 2 -3
55 3 7
55 4 8
55 6 -3
55 7 14
55 8 -10
55 10 -5
55 11 3
55 13 7
55 14 16
55 17 -3
55 18 -6
55 22 8
55 23 -8
55 24 -9
55 25 13
55 27 1
55 28 7
55 29 -7
55 30 6
55 32 -6
55 34 16
55 35 7
55 38 7
55 39 -4
55 40 1
55 41 17
55 42 3
55 43 11
55 44 6
55 45 -5
55 46 14
55 47 9
55 48 -10
55 49 13
55 50 -2
55 52 20
55 53 18
55 54 -2
56 1 1
56 2 18
56 3 -6
56 4 8
56 5 2
56 6 15
56 7 16
56 8 -8
56 10 10
56 12 -3
56 13 7
56 14 16
56 15 -6
56 16 -6
56 19 1
56 21 12
56 22 7
56 23 16
56 24 -10
56 25 -3
56 26 18
56 27 8
56 28 11
56 29 6
56 30 -4
56 32 12
56 33 -2
56 34 -1
56 36 10
56 37 -3
56 39 4
56 40 -6
56 41 -3
56 42 18
56 43 15
56 46 -8
56 47 10
56 51 8
56 52 19
56 53 6
56 55 -7
57 2 19
57 3 -6
57 5 11
57 7 -9
57 8 9
57 9 -6
57 10 13
57 11 -2
57 12 -9
57 13 3
57 14 5
57 15 -9
57 16 -4
57 17 2
57 18 12
57 19 12
57 20 4
57 21 3
57 22 18
57 23 -4
57 25 -3
57 26 -9
57 29 10
57 31 4
57 32 -4
57 33 -3
57 34 -1
57 35 19
57 36 7
57 37 -10
57 38 8
57 39 19
57 43 5
57 44 -5
57 45 -8
57 46 -1
57 47 6
57 49 -9
57 52 4
57 53 17
57 54 10
57 55 -1
57 56 4
58 1 -2
58 2 14
58 3 -1
58 4 8
58 6 9
58 7 6
58 8 -4
58 10 20
58 12 2
58 13 17
58 14 -3
58 16 8
58 17 5
58 18 -8
58 19 -3
58 20 19
58 22 -7
58 23 7
58 24 -9
58 25 15
58 26 -4
58 27 -2
58 29 16
58 30 2
58 31 6
58 32 -6
58 33 6
58 34 -6
58 35 -8
58 36 -3
58 37 20
58 38 19
58 40 -6
58 41 -6
58 43 4
58 44 13
58 46 12
58 47 6
58 48 -4
58 49 7
58 50 -1
58 52 1
58 53 -9
58 55 20
58 56 8
58 57 17
59 1 -8
59 2 8
59 3 -10
59 4 -3
59 6 15
59 7 5
59 8 9
59 10 13
59 11 -1
59 13 10
59 14 2
59 15 10
59 16 3
59 17 20
59 18 1
59 19 -9
59 20 15
59 22 5
59 23 12
59 24 10
59 25 -2
59 26 4
59 27 -8
59 28 15
59 29 -4
59 31 2
59 32 19
59 33 12
59 34 10
59 35 -2
59 36 9
59 37 6
59 38 19
59 39 17
59 40 18
59 42 19
59 43 15
59 44 13
59 45 13
59 46 11
59 47 -10
59 48 -1
59 49 14
59 51 17
59 52 -7
59 53 -4
59 54 1
59 55 10
59 57 3
59 58 20
60 1 7
60 2 9
60 3 -5
60 4 19
60 5 -9
60 6 2
60 9 -5
60 10 -9
60 11 3
60 12 20
60 13 -9
60 15 14
60 17 18
60 18 16
60 19 14
60 20 7
60 21 5
60 23 15
60 25 1
60 27 20
60 29 -7
60 30 4
60 31 2
60 33 -3
60 34 -6
60 35 -6
60 37 18
60 38 20
60 39 12
60 40 -7
60 41 -4
60 42 2
60 43 20
60 45 -2
60 46 10
60 47 -8
60 48 13
60 51 14
60 52 -6
60 53 -3
60 54 -2
60 56 -1
60 58 8
60 59 6
61 1 -1
61 2 13
61 3 9
61 8 3
61 9 13
61 11 8
61 12 -7
61 13 5
61 15 11
61 16 -10
61 17 -9
61 18 13
61 20 14
61 21 -3
61 22 -9
61 23 1
61 25 -1
61 26 10
61 28 -1
61 29 1
61 30 20
61 31 -9
61 33 17
61 34 -2
61 35 19
61 36 -6
61 37 13
61 38 12
61 39 15
61 40 -3
61 41 -3
61 42 5
61 43 19
61 45 -3
61 46 9
61 47 20
61 51 12
61 52 6
61 53 4
61 54 -10
61 55 -4
61 56 8
61 58 -4
61 59 10
61 60 11
62 1 12
62 2 -6
62 3 1
62 4 7
62 5 1
62 8 -6
62 10 15
62 11 16
62 12 -9
62 13 13
62 14 17
62 15 8
62 16 3
62 17 -7
62 19 19
62 22 -3
62 23 15
62 24 2
62 26 8
62 29 12
62 30 -10
62 31 -1
62 32 -1
62 33 8
62 37 -2
62 38 -4
62 39 18
62 40 -1
62 42 19
62 43 -3
62 44 -10
62 46 13
62 47 13
62 48 9
62 49 17
62 50 9
62 51 -8
62 55 13
62 56 11
62 57 9
62 58 15
62 59 18
62 60 18
62 61 6
63 1 16
63 2 -7
63 3 8
63 4 -3
63 5 17
63 6 10
63 7 3
63 8 -1
63 9 8
63 12 8
63 13 -2
63 14 6
63 15 -7
63 16 10
63 17 3
63 19 -10
63 21 17
63 22 13
63 23 -10
63 26 5
63 28 1
63 29 15
63 31 -8
63 32 -6
63 34 9
63 36 -6
63 38 17
63 39 6
63 40 -3
63 41 2
63 42 -6
63 43 -6
63 44 -2
63 47 -7
63 48 15
63 50 6
63 51 -10
63 52 -10
63 53 20
63 54 -2
63 56 -6
63 57 1
63 58 9
63 59 17
63 61 -10
64 1 8
64 2 -5
64 3 8
64 4 4
64 7 -10
64 10 2
64 11 -7
64 12 -1
64 13 -8
64 14 -5
64 15 12
64 16 9
64 18 6
64 19 8
64 20 7
64 21 14
64 22 -8
64 23 20
64 24 5
64 25 15
64 28 -1
64 29 4
64 30 16
64 31 15
64 32 -9
64 34 -10
64 35 -10
64 37 -5
64 38 -10
64 39 19
64 41 6
64 43 -3
64 45 19
64 46 -1
64 47 12
64 48 -7
64 49 4
64 50 -8
64 52 14
64 53 -7
64 54 16
64 57 17
64 58 13
64 59 6
64 60 -3
64 61 8
64 62 -2
64 63 6
65 1 3
65 2 -4
65 3 12
65 5 20
65 6 -1
65 7 8
65 9 5
65 10 19
65 11 7
65 12 8
65 14 17
65 15 -8
65 17 9
65 18 2
65 19 2
65 20 15
65 24 2
65 25 8
65 26 12
65 28 -3
65 29 -7
65 30 15
65 31 15
65 32 18
65 35 1
65 38 14
65 40 16
65 45 20
65 46 13
65 48 11
65 49 -8
65 50 -9
65 52 8
65 53 2
65 55 10
65 56 14
65 57 18
65 58 18
65 59 -9
65 60 7
65 64 6
66 1 5
66 3 16
66 4 -9
66 6 19
66 7 5
66 8 -6
66 9 -1
66 11 6
66 13 -2
66 14 20
66 15 9
66 16 -5
66 17 17
66 18 13
66 21 3
66 22 4
66 23 16
66 24 2
66 27 15
66 28 3
66 29 12
66 30 -1
66 33 -4
66 34 3
66 35 17
66 37 -5
66 40 -7
66 41 18
66 43 7
66 44 10
66 45 -8
66 46 -4
66 48 16
66 49 5
66 50 -9
66 52 4
66 54 -4
66 55 3
66 56 5
66 57 1
66 58 6
66 61 1
66 63 5
66 64 3
66 65 5
67 1 15
67 2 17
67 4 -3
67 6 -4
67 7 -5
67 8 2
67 10 5
67 11 19
67 12 17
67 13 7
67 18 5
67 19 -8
67 20 10
67 21 -2
67 22 12
67 23 7
67 24 -9
67 26 -6
67 28 3
67 29 7
67 30 -3
67 32 9
67 35 2
67 37 20
67 38 17
67 39 10
67 40 9
67 41 -4
67 42 5
67 43 13
67 46 -10
67 47 13
67 49 9
67 50 4
67 51 8
67 52 9
67 53 9
67 56 -3
67 57 18
67 58 16
67 59 -7
67 61 -1
67 66 -4
68 2 -10
68 4 19
68 5 11
68 6 5
68 7 13
68 10 2
68 14 5
68 17 4
68 18 8
68 19 15
68 20 1
68 21 -6
68 22 9
68 23 1
68 24 8
68 25 3
68 26 16
68 27 -9
68 28 2
68 29 5
68 31 3
68 33 1
68 35 -6
68 37 8
68 38 -1
68 39 12
68 41 5
68 43 16
68 44 14
68 45 -1
68 47 18
68 53 6
68 54 2
68 55 -9
68 56 -1
68 59 -5
68 61 16
68 62 -3
68 64 3
68 65 -8
68 67 17
69 1 20
69 3 -1
69 4 20
69 5 -3
69 6 -5
69 8 2
69 9 -2
69 10 19
69 11 -7
69 13 4
69 14 -2
69 15 -5
69 16 -1
69 18 -2
69 19 4
69 20 19
69 21 14
69 24 13
69 25 -5
69 26 -6
69 27 16
69 28 3
69 32 10
69 34 13
69 35 19
69 36 -4
69 37 -7
69 38 -2
69 40 -7
69 43 13
69 44 12
69 45 17
69 46 8
69 47 18
69 49 3
69 50 -3
69 51 11
69 53 8
69 54 3
69 55 13
69 56 15
69 57 -9
69 58 -10
69 59 -10
69 60 8
69 61 10
69 62 13
69 63 1
69 64 10
69 65 14
69 66 -3
69 67 -3
70 1 -4
70 3 14
70 4 -10
70 6 15
70 7 -8
70 8 -8
70 9 -5
70 10 5
70 11 -7
70 12 -7
70 13 -5
70 14 4
70 15 13
70 16 1
70 17 5
70 18 3
70 19 -10
70 20 -1
70 21 -1
70 24 -7
70 25 7
70 26 7
70 27 6
70 29 20
70 31 2
70 35 -10
70 36 3
70 37 11
70 38 16
70 39 3
70 40 -7
70 41 12
70 42 18
70 45 -6
70 48 13
70 49 6
70 50 10
70 51 5
70 53 16
70 54 16
70 56 8
70 57 3
70 60 6
70 62 5
70 65 14
70 66 -2
70 67 11
70 68 -6
70 69 -3
71 2 19
71 3 15
71 6 -6
71 11 6
71 13 -4
71 14 11
71 16 -2
71 17 5
71 18 13
71 19 -2
71 20 6
71 21 -5
71 22 -2
71 24 9
71 25 16
71 26 5
71 28 8
71 30 3
71 31 6
71 32 11
71 33 -3
71 34 6
71 35 1
71 36 -7
71 38 10
71 40 -2
71 41 8
71 43 -7
71 45 7
71 46 -2
71 47 19
71 48 -8
71 49 12
71 50 -1
71 51 -2
71 54 -6
71 55 3
71 56 18
71 57 -3
71 58 6
71 59 2
71 61 8
71 63 -4
71 64 -2
71 65 9
71 66 -1
71 67 -7
71 68 6
72 2 13
72 3 -2
72 4 18
72 6 14
72 7 9
72 8 -6
72 10 -2
72 11 4
72 12 12
72 13 -10
72 14 -10
72 16 2
72 18 1
72 19 5
72 21 -8
72 22 10
72 23 2
72 24 -3
72 26 19
72 27 -8
72 28 14
72 29 15
72 30 20
72 31 5
72 34 11
72 35 18
72 36 10
72 38 20
72 39 18
72 40 4
72 41 5
72 42 17
72 45 19
72 46 14
72 47 12
72 48 5
72 52 -6
72 53 16
72 54 -3
72 56 -2
72 57 2
72 58 11
72 59 -6
72 61 19
72 62 -4
72 64 -1
72 65 -3
72 66 2
72 67 17
72 68 2
72 69 11
72 70 -1
73 1 5
73 2 -2
73 4 -4
73 5 -9
73 6 10
73 7 5
73 8 -6
73 11 16
73 12 -3
73 13 -7
73 14 -3
73 15 4
73 16 15
73 17 -4
73 18 -5
73 19 -2
73 20 2
73 21 -8
73 23 6
73 26 11
73 27 -4
73 28 13
73 29 15
73 30 -6
73 31 -5
73 32 -10
73 33 -4
73 34 4
73 36 -8
73 38 -1
73 39 -9
73 40 3
73 42 18
73 45 12
73 46 -2
73 47 13
73 48 -1
73 49 11
73 50 2
73 51 -6
73 52 4
73 53 7
73 54 14
73 55 7
73 59 9
73 62 -3
73 63 -2
73 64 -6
73 65 4
73 66 -8
73 68 2
73 69 6
73 70 -6
74 1 5
74 2 -3
74 3 -8
74 6 7
74 7 -6
74 8 -7
74 9 1
74 10 6
74 11 3
74 13 5
74 14 4
74 15 2
74 16 -9
74 17 10
74 18 18
74 20 14
74 21 8
74 23 3
74 24 -8
74 25 6
74 27 -9
74 28 4
74 29 -4
74 30 9
74 32 -3
74 33 -10
74 34 8
74 35 4
74 36 10
74 39 3
74 40 5
74 41 -3
74 42 18
74 43 -8
74 44 16
74 45 4
74 47 5
74 48 -6
74 51 -1
74 52 12
74 54 15
74 55 -3
74 56 7
74 57 10
74 60 -10
74 61 6
74 62 4
74 63 19
74 64 -2
74 65 20
74 66 10
74 68 19
74 69 2
74 70 9
74 72 -6
75 1 -2
75 2 -2
75 3 -4
75 5 18
75 6 14
75 7 -4
75 8 14
75 9 5
75 10 15
75 11 2
75 12 -1
75 13 1
75 14 -6
75 15 -4
75 16 20
75 18 -8
75 20 -5
75 23 12
75 24 18
75 25 10
75 26 -4
75 27 -2
75 28 9
75 29 20
75 31 1
75 32 2
75 33 11
75 34 -1
75 35 3
75 36 2
75 37 -7
75 40 17
75 43 4
75 44 -2
75 45 11
75 46 10
75 47 16
75 48 3
75 51 19
75 52 7
75 54 19
75 57 1
75 58 12
75 60 9
75 61 17
75 62 11
75 63 4
75 64 17
75 65 3
75 67 14
75 68 8
75 69 13
75 70 -8
75 71 -10
75 72 5
75 73 13
75 74 9
76 1 12
76 3 -2
76 4 -1
76 5 11
76 6 14
76 7 -9
76 8 14
76 9 -5
76 10 1
76 11 -10
76 12 14
76 15 9
76 16 4
76 17 -5
76 18 8
76 19 4
76 20 10
76 24 10
76 26 17
76 27 17
76 28 -3
76 29 -8
76 30 13
76 32 3
76 33 -3
76 34 7
76 35 5
76 36 16
76 37 10
76 39 17
76 40 6
76 42 10
76 43 -5
76 45 18
76 49 10
76 50 -10
76 52 5
76 53 2
76 54 15
76 55 9
76 56 12
76 58 13
76 60 -4
76 61 11
76 62 14
76 63 -9
76 64 6
76 65 -10
76 66 -9
76 67 10
76 68 -9
76 70 -2
76 71 17
76 73 7
76 75 7
77 1 20
77 2 17
77 4 9
77 5 12
77 7 16
77 8 12
77 9 7
77 10 15
77 12 -10
77 13 1
77 16 6
77 17 -8
77 18 14
77 19 12
77 21 18
77 22 13
77 23 14
77 24 13
77 25 13
77 26 12
77 29 10
77 30 13
77 31 13
77 35 -10
77 36 15
77 38 2
77 39 -5
77 40 17
77 42 7
77 43 3
77 44 -3
77 45 3
77 46 2
77 47 12
77 48 11
77 49 12
77 50 1
77 53 7
77 54 5
77 55 12
77 56 6
77 57 -6
77 58 -1
77 62 8
77 64 8
77 65 19
77 66 -7
77 68 -2
77 69 4
77 70 -4
77 73 2
77 74 17
77 75 18
77 76 9
78 1 -4
78 2 12
78 3 9
78 4 4
78 5 16
78 6 4
78 7 -10
78 8 -10
78 9 -4
78 10 15
78 12 7
78 13 11
78 15 -10
78 16 -9
78 17 1
78 18 1
78 19 15
78 20 7
78 21 -2
78 22 -4
78 23 5
78 24 -8
78 25 17
78 28 -9
78 29 -3
78 31 8
78 32 -7
78 33 -8
78 34 -2
78 36 15
78 37 20
78 38 -6
78 40 -4
78 41 -7
78 42 17
78 43 16
78 44 17
78 45 1
78 47 10
78 48 -7
78 49 5
78 50 6
78 51 1
78 52 13
78 53 7
78 54 14
78 55 5
78 57 4
78 58 1
78 59 9
